severity,code,mock_test,mock_test_id,question_id,question_name,section,subsection,affected_session_count,affected_sessions,problem,manual_fix
error,missing_question_skill_max,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,114,RA - Q3- ATHIRA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,115,RA6452-2,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,116,RA - Q4 - ATHIRA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,117,RA - Q5 - ATHIRA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,118,RA6452-3,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,119,RA-Q6-ATHIRA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,120,RA6452-4,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,121,RA6452-5,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,123,RA6452-6,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,133,RA Q4 - BB,Speaking,read_aloud,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Salini,a0440e31-adfc-414c-89f7-692996cb5632,134,L HIW 1 SALINI,Listening,highlight_incorrect_words,0,,Question 134 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,missing_question_skill_max,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,135,RA Q5 - BB,Speaking,read_aloud,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,136,RA Q6 - BB,Speaking,read_aloud,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,182,RA-Q1-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,184,RA-Q2-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,185,RA-Q1-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,186,RA-Q1-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,188,RA-Q3-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,189,RA-Q2-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,190,RA-Q2-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,191,RA-Q4-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,192,RA-Q3-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,193,RA-Q5-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,194,RA-Q3-AR,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,195,RA-Q6-SMS,Speaking,read_aloud,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,197,RA-Q4-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,199,RA-Q5-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,201,RA-Q6-Paval,Speaking,read_aloud,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,205,L-HIW-Q2-ATHIRA,Listening,highlight_incorrect_words,0,,Question 205 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,206,RA 2 SALINI,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,207,RA 3 SALINI,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,208,RA 4 SALINI,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,209,RA 5 SALINI,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
warning,unassigned_mock_test,Unassigned,,212,RS 3 SALINI,Speaking,repeat_sentence,0,,Question is not assigned to a mock-test section.,Assign a mock-test section or confirm this is an intentionally unused bank question.
error,invalid_answer_key,Athira,4f429037-9d6d-4dd2-a4c2-72c02541d4f2,215,L-FIB-Q2-ATHIRA,Listening,l_fill_in_blanks,0,,Question 215 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,297,RA-Q1-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,298,RA-Q2-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,299,RA-Q3-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,307,L -FIB 1 - BB,Listening,l_fill_in_blanks,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],Question 307 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,308,L - FIB 2 - BB,Listening,l_fill_in_blanks,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],Question 308 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,309,L - HIW 1 - BB,Listening,highlight_incorrect_words,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],Question 309 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Bindu_T1,60feaac2-6cc7-4855-a7fc-3af6a9cb8a67,310,L - HIW 2 - BB,Listening,highlight_incorrect_words,1,Bindu [25e5ed0e-29b0-443a-93d1-50718d8c38b0],Question 310 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,321,RA-Q4-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,327,RA-Q5-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,329,RA-Q6-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,missing_question_skill_max,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,330,RA-Q7-ANUPAMA,Speaking,read_aloud,0,,"Trait 'content' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,334,R-FIB(DD)-Q1-ANUPAMA,Reading,fib_dropdown,0,,Blank 187 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,399,Hitha FIB DRAG Instinct In business,Reading,fib_drag_drop,0,,Question 399 has no correct drag-and-drop options.,Correct the answer metadata described in the problem column.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,400,Hitha FIB DRAG Passage,Reading,fib_drag_drop,0,,Question 400 has no correct drag-and-drop options.,Correct the answer metadata described in the problem column.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,401,Hitha FIB DRAG  Technology and Society,Reading,fib_drag_drop,0,,Question 401 has no correct drag-and-drop options.,Correct the answer metadata described in the problem column.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,402,Hitha FIB DRAG Education and Learning,Reading,fib_drag_drop,0,,Question 402 has no correct drag-and-drop options.,Correct the answer metadata described in the problem column.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,410,ROP6452-2,Reading,reorder_paragraphs,0,,"Trait 'reading' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,invalid_answer_key,6452,24c00576-2b51-4a2e-907a-8911d701ee49,411,FIBDAD6452-1,Reading,fib_drag_drop,0,,Question 411 has no correct drag-and-drop options.,Correct the answer metadata described in the problem column.
error,invalid_answer_key,6452,24c00576-2b51-4a2e-907a-8911d701ee49,420,FIBL6452-1,Listening,l_fill_in_blanks,0,,Question 420 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,6452,24c00576-2b51-4a2e-907a-8911d701ee49,422,FIBL6452-2,Listening,l_fill_in_blanks,0,,Question 422 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,6452,24c00576-2b51-4a2e-907a-8911d701ee49,428,HIW6452-1,Listening,highlight_incorrect_words,0,,Question 428 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,6452,24c00576-2b51-4a2e-907a-8911d701ee49,437,HIW6452-2,Listening,highlight_incorrect_words,0,,Question 437 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,462,WFD6452-1,Listening,write_from_dictation,0,,"Trait 'listening_and_writing' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,474,R-FIB(DD)-Q2-ANUPAMA,Reading,fib_dropdown,0,,Blank 188 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,476,R-FIB(DD)-Q3-ANUPAMA,Reading,fib_dropdown,0,,Blank 192 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,478,R-FIB(DD)-Q4-ANUPAMA,Reading,fib_dropdown,0,,Blank 196 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,479,R-FIB(DD)-Q5-ANUPAMA,Reading,fib_dropdown,0,,Blank 200 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,491,FIB-DRAG-Q3-ANUPAMA Funeral violin,Reading,fib_drag_drop,0,,Question 491 has duplicate correct blank positions.,Correct the answer metadata described in the problem column.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,500,L-FIB-Q1-ANUPAMA Local farmers,Listening,l_fill_in_blanks,0,,Question 500 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,501,L-FIB-Q2-ANUPAMA Environmental friendly incentives,Listening,l_fill_in_blanks,0,,Question 501 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,507,HIW-Q1-ANUPAMA Height,Listening,highlight_incorrect_words,0,,Question 507 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Anupama,2fbe2ace-7750-4a2c-a7ca-140772bf418c,508,HIW-Q2-ANUPAMA Bacteria,Listening,highlight_incorrect_words,0,,Question 508 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,512,MCSAL6452-2,Listening,l_mc_single,0,,"Trait 'listening' awards listening, but the question listening maximum is zero.",Set Question.listening_score_max to the intended maximum.
error,invalid_answer_key,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,533,R-FIB_DROP D-Q5-SMS,Reading,fib_dropdown,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],Blank 152 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,535,R-FIB-DROP DOWN Q5-Paval,Reading,fib_dropdown,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],Blank 158 must have exactly one correct option.,Review the options and mark the required option or options as correct.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,540,Hitha L FIB Urban Mobility,Listening,l_fill_in_blanks,0,,Question 540 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,541,Hitha L FIB Feasibility Theory,Listening,l_fill_in_blanks,0,,Question 541 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,542,Hitha L FIB A Father's Tech Skill.,Listening,l_fill_in_blanks,0,,Question 542 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,missing_question_skill_max,6452,24c00576-2b51-4a2e-907a-8911d701ee49,549,FIBDD6452-1,Reading,fib_dropdown,0,,"Trait 'reading' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,550,Hitha L HIW Sacred Calling,Listening,highlight_incorrect_words,0,,Question 550 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,551,Hitha L HIW Understanding Colour,Listening,highlight_incorrect_words,0,,Question 551 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,552,Hitha L HIW Height,Listening,highlight_incorrect_words,0,,Question 552 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Hitha Test 01,9a2bce04-addb-48f8-8a76-45aa2d15a52c,556,Hitha L WFD 04,Listening,write_from_dictation,0,,Question 556 has no configured dictation transcript.,Set Question.correct_answer to the exact spoken sentence.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,560,RFIB Drag and Drop 4 SALINI,Reading,fib_drag_drop,0,,"Trait 'reading' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,missing_question_skill_max,Salini,a0440e31-adfc-414c-89f7-692996cb5632,565,R MCS 1 SALINI,Reading,mc_single,0,,"Trait 'reading' awards reading, but the question reading maximum is zero.",Set Question.reading_score_max to the intended maximum.
error,invalid_answer_key,Salini,a0440e31-adfc-414c-89f7-692996cb5632,583,LFIB 2 SALINI,Listening,l_fill_in_blanks,0,,Question 583 has no configured correct text answers.,Add each missing word to ordered SubQuestion.correct_answer rows.
error,invalid_answer_key,Salini,a0440e31-adfc-414c-89f7-692996cb5632,607,L HIW 2 SALINI,Listening,highlight_incorrect_words,0,,Question 607 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,635,L-HIW-Q1-AR,Listening,highlight_incorrect_words,0,,Question 635 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,636,L-HIW-Q1-Paval,Listening,highlight_incorrect_words,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],Question 636 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Santhi - T1,f3877f74-c918-420b-8fa4-cef269867d90,637,HIW-Q1-SMS,Listening,highlight_incorrect_words,2,santhi [d6fa5484-2bda-448b-a7cb-0d0d38821e87]; santhi [d81b2119-c807-4770-b28f-526a0eaf5003],Question 637 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Anishya_T1,caf3239b-a912-42bb-a753-55de19d21df5,638,L-HIW-Q2-AR,Listening,highlight_incorrect_words,0,,Question 638 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
error,invalid_answer_key,Paval_T1,8922301d-2162-4a90-97a9-b7041df34ec0,639,L-HIW-Q2-Paval,Listening,highlight_incorrect_words,1,Paval [d56c668b-d283-464f-9cc5-2742c4aa03c0],Question 639 needs incorrect words or a reference transcript.,Set Question.correct_answer to the accurate transcript or pipe-separated incorrect words.
